date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,location,source_url,vaccine
2020-12-13,23155,19669,4115,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,Pfizer/BioNTech
2020-12-14,27555,23931,4213,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,Pfizer/BioNTech
2020-12-15,78315,72472,4434,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,Pfizer/BioNTech
2020-12-16,239633,228347,4844,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,Pfizer/BioNTech
2020-12-17,513089,494776,5454,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,Pfizer/BioNTech
2020-12-18,929558,902466,6483,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,Pfizer/BioNTech
2020-12-19,1111321,1080309,7451,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,Pfizer/BioNTech
2020-12-20,1215969,1183031,8133,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,Pfizer/BioNTech
2020-12-21,1597599,1558199,9266,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,Pfizer/BioNTech
2020-12-22,2047740,1999888,11655,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,Pfizer/BioNTech
2020-12-23,2627534,2567620,13874,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2020-12-24,2825209,2760324,14857,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2020-12-25,2837825,2772802,14948,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2020-12-26,2980361,2911804,15653,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2020-12-27,3077648,3005946,16282,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2020-12-28,3667349,3582941,19413,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2020-12-29,4387261,4285671,23752,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2020-12-30,5229843,5111496,29733,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2020-12-31,5648988,5521994,32418,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-01,5737119,5602946,38034,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-02,5999496,5856641,40658,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-03,6136404,5986462,42961,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-04,6791293,6583394,87844,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-05,7618817,7310755,175593,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-06,8640752,8141995,349455,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-07,9815484,9014286,629747,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-08,11057865,9869164,991562,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-09,11567702,10240816,1119900,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-10,11817735,10416814,1188486,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-11,12885956,11141229,1509490,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-12,14143188,12059465,1823199,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-13,15465614,13090417,2094147,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-14,16783581,14252129,2229424,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-15,18044856,15376024,2349217,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-16,18693046,15942093,2420534,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-17,18998024,16197818,2462342,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-18,19879529,16836120,2687993,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-19,21219700,17800422,3039619,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-20,22816755,18952534,3457589,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-21,24448593,20286372,3729740,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-22,26084644,21690303,3937615,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-23,26999114,22441105,4086385,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-24,27396520,22743949,4173456,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-25,28769986,23607050,4657606,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-26,30431608,24664292,5232180,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-27,32366730,25921316,5873543,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-28,34338113,27301997,6425745,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-29,36262335,28684515,6915843,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-30,37286790,29449819,7156131,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-01-31,37749870,29777034,7280564,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-01,39126070,30546820,7842091,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-02,40818552,31511533,8529989,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-03,42965266,32779971,9355843,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-04,45321048,34178967,10261155,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-05,47701176,35553706,11215432,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-06,49009055,36413149,11635283,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-07,49458490,36694443,11789643,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-08,51036482,37535967,12485649,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-09,53009545,38580310,13368018,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-10,55315432,39818248,14390796,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-11,57723377,41102441,15466872,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-12,60328647,42500111,16618674,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-13,61812900,43376846,17189718,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-14,62407529,43726338,17417376,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-15,63588626,44345357,17945771,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-16,65212338,45151103,18721507,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-17,67183220,46097255,19700397,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-18,69047229,46943801,20663292,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-19,71026752,47785348,21749074,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-20,72337544,48392626,22421465,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-21,72933497,48652490,22738288,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-22,74398749,49284840,23525403,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-23,76344051,50175091,24530527,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-24,78877647,51443346,25742234,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-25,81829069,53008808,27060062,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-26,84956876,54711454,28417377,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-27,86956327,55869629,29219056,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-02-28,87814656,56415249,29506455,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-03-01,89844772,57614845,30278552,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-03-02,92308627,59092418,31219077,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-03-03,95222415,60851235,32331112,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-03-04,98440805,62833512,33557432,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Moderna, Pfizer/BioNTech"
2021-03-05,101685782,64861966,34846239,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-06,103746603,66222917,35699057,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-07,104677247,66907643,36040199,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-08,106842801,68400612,36879663,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-09,109553242,70218985,37949944,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-10,112690955,72299392,39209630,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-11,116148904,74601346,40597195,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-12,119591606,76739644,42110416,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-13,121792327,78138769,43122071,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-14,122779262,78789943,43546569,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-15,125062318,80293807,44405897,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-16,127947483,82231673,45438751,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-17,131122973,84376566,46552705,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-18,134548304,86695995,47748155,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-19,137900010,88933334,48954674,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-20,140059835,90356017,49804937,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-21,141084127,91045616,50172842,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-22,143450104,92660415,50965284,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-23,146515707,94656521,52097952,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-24,150079251,96880901,53502537,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-25,153926902,99167534,55131814,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-26,157772409,101296530,56913910,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-27,160247297,102678995,58065566,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-28,161457305,103355158,58609586,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-29,164293726,104973069,59865894,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-30,167884396,106998699,61502313,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-03-31,172058592,109423116,63422535,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-04-01,176601632,111959912,65637025,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-04-02,180259461,114029882,67431591,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-04-03,182560215,115358159,68579983,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-04-04,183322407,115795484,68948770,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-04-05,186421586,117536474,70528458,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
2021-04-06,190398724,119836789,72582266,0,United States,https://data.cdc.gov/Vaccinations/COVID-19-Vaccination-Trends-in-the-United-States-N/rh2h-3yt2,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
